index,psnr,ssim,lpips
70,32.2979527971693,0.7936634409123847,0.2353302538394928
71,37.240414408702065,0.8978658772427456,0.16436037421226501
72,35.321688838502105,0.8552527603931649,0.16442683339118958
73,32.168255894670665,0.8370936849577849,0.15053316950798035
74,30.57760147127921,0.9061258073799733,0.05131720378994942
75,32.20399163149977,0.7905052589143226,0.27031609416007996
76,38.1594194586504,0.9222633479219292,0.14683839678764343
77,35.44173015888835,0.9089820137711273,0.09783782064914703
78,35.47011753998042,0.8970255344467043,0.15445181727409363
79,32.10733523508249,0.900989969360796,0.05097348988056183
80,33.63006639874952,0.9228208222131314,0.08478233963251114
81,31.232312223280026,0.8287115283331999,0.12407036125659943
82,32.935782773727944,0.8900564057911825,0.09419840574264526
83,31.741179892713202,0.8370805507660486,0.11467082798480988
84,34.99497585880393,0.8988676477671721,0.07489711046218872
85,34.3318216454772,0.8473265386663091,0.20661598443984985
86,30.55531108382407,0.7793272299972466,0.21817003190517426
87,33.85025804783177,0.8438227016583625,0.22306755185127258
88,31.772553141924483,0.8965855945497313,0.07473497837781906
89,32.49941723100737,0.9112956089313936,0.04926643893122673
90,32.690185015823744,0.7792883375506894,0.15815983712673187
91,34.82896646157993,0.863764582436784,0.20369353890419006
92,33.30241889134322,0.7140538112527337,0.37851792573928833
93,32.53659876366678,0.9362716059105539,0.08360745012760162
94,39.42865941460302,0.9501975882336801,0.0803065150976181
95,30.322628059721023,0.7541848234607155,0.22268319129943848
96,33.373662666359756,0.8379317503116509,0.15204471349716187
97,34.46892231881837,0.856029296897605,0.19921237230300903
98,32.261222620770155,0.7773913448819038,0.2601858675479889
99,33.56886890729219,0.8426830362770783,0.10223684459924698
100,34.022990098820166,0.9324750918233587,0.07411320507526398
101,33.02032304693726,0.8078597403113865,0.2343481034040451
102,30.956992995165933,0.8122828884082257,0.1717298924922943
103,34.56287172867687,0.931558500300813,0.09894953668117523
104,35.499456910663035,0.9252305555754745,0.08937662094831467
105,35.37056965346319,0.8574996994425623,0.14661724865436554
106,31.86957202395086,0.8229608039471462,0.1352817267179489
107,32.674854732433495,0.8259061836574267,0.17426712810993195
108,34.33640538444137,0.8629673288333893,0.10065922886133194
